,title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
3427,Blue Note Jazz Festival in Japan 2017,2017-09-23,"Jazz,Festival",Red Brick Warehouse,http://www.yokohama-akarenga.jp/,"1-1 Shinko, Naka-ku, Yokohama 231-0001",,Yokohama,"Bashamichi, Nihon-Oodori, Minatomirai, Sakuragicho, Kannai","S 24000, A 16000, Standing 11000",
3440,Blue Note Jazz Festival in Japan 2017,2017-09-24,"Jazz,Festival",Red Brick Warehouse,http://www.yokohama-akarenga.jp/,"1-1 Shinko, Naka-ku, Yokohama 231-0001",,Yokohama,"Bashamichi, Nihon-Oodori, Minatomirai, Sakuragicho, Kannai","S 24000, A 16000, Standing 11000",
3103,CAMPS FESTIVAL in Gunma,2009-10-02,Festival,,,,,,,,
4851,"CAR10, LADY FLASH, SUPER SHANGHAI BAND, トリプルファイヤー , TENDOUJI, Post Modern Team, more",2017-08-27,"Festival,Indie",UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,2900,
810,"CASE OF TELEGRAPH 2011: TAKO, EP-4 unit3, NON BAND, Concretes, WECH-UNIT",2011-10-16,Festival,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,3000 yen, 3500 yen
7753,"CHAOS FES 2013: BiS, cinema staff, Dempagumi.inc, Fushitsusha, Wonfu, D-YAMA (MOGRA)",2013-04-07,Festival,Hibiya Open Air Concert Hall,http://hibiya-kokaido.com,"Hibiya-koen 1-3, Chiyoda-ku",,Hibiya,"Hibiya, Kasumigaseki, Yurakucho",4800,5200
7770,CIRCLE SOUNDS FESTIVAL,2013-04-29,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500,
4120,"COMPACT CLUB, Concierto de la Familia, THE DEAD PAN SPEAKERS, DEEPCOUNT, THE EARTH TEMPLE, more",2017-12-23,"Festival,Mixed Genre",Basement Bar,http://www.toos.co.jp,"5-18-1-B1F, Daizawa, Setagaya-ku",,Shimokitazawa,Shimokitazawa,2500,3000
512,CONNECT KABUKICHO Music Festival 2017,2017-04-23,Festival,,,,,,,6000,7000
6178,CONNECT KABUKICHO:,2014-10-04,Festival,,,,,,,6000,7000
1280,COUNTDOWN JAPAN,2016-12-28,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,11500,
1289,COUNTDOWN JAPAN,2016-12-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
1298,COUNTDOWN JAPAN,2016-12-30,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
1309,COUNTDOWN JAPAN,2016-12-31,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
5009,COUNTDOWN JAPAN 08-09,2008-12-28,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
5016,COUNTDOWN JAPAN 08-09,2008-12-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
5019,COUNTDOWN JAPAN 08-09,2008-12-30,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
4602,COUNTDOWN JAPAN 08-09,2008-12-31,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
3532,COUNTDOWN JAPAN 09/10,2009-12-28,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
3536,COUNTDOWN JAPAN 09/10,2009-12-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
3542,COUNTDOWN JAPAN 09/10,2009-12-30,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
3546,COUNTDOWN JAPAN 09/10,2009-12-31,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
1091,COUNTDOWN JAPAN 10/11,2010-12-28,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
1106,COUNTDOWN JAPAN 10/11,2010-12-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
1110,COUNTDOWN JAPAN 10/11,2010-12-30,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
1112,COUNTDOWN JAPAN 10/11,2010-12-31,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
10314,COUNTDOWN JAPAN 11/12,2011-12-28,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"10,000yen",
10328,COUNTDOWN JAPAN 11/12,2011-12-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"10,000yen",
10345,COUNTDOWN JAPAN 11/12,2011-12-30,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"10,000yen",
10349,COUNTDOWN JAPAN 11/12,2011-12-31,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"10,500yen",
6840,COUNTDOWN JAPAN 13/14,2013-12-28,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
6846,COUNTDOWN JAPAN 13/14,2013-12-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
6857,COUNTDOWN JAPAN 13/14,2013-12-30,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
6861,COUNTDOWN JAPAN 13/14,2013-12-31,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
3238,CRAFTROCK FESTIVAL,2016-05-28,Festival,PIT,http://toyosu-pit.team-smile.org/,"Toyosu 6-1-23, Koto-ku, Tokyo",http://toyosu-pit.team-smile.org/access/index.html,Toyosu,"Shin-Toyosu, Toyosu",6800,
6022,CRAFTROCK FESTIVAL '14,2014-08-16,"Festival,  ",,,,,,,4800,5300
4913,"Canada Rocks Tokyo: The Complaints Department, Stolen., The Dave Juteau Band, more",2015-01-24,Festival,What the Dickens,http://www.whatthedickens.jp,"Roob6 Bldg 4F, 1-13-3 Ebisu-Nishi",,Ebisu,Ebisu,,Free
803,Coleman Outdoor Resort Park,2017-05-27,Festival,,,,,,,,Free
820,Coleman Outdoor Resort Park,2017-05-28,Festival,,,,,,,,Free
8371,"Collaboration Breakdown Sessions Vol.5: Akira Sakata, Saya, T Ueno, T.Mikawa, more",2013-09-01,Festival,Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2500yen,2800yen
1723,DEAD POP FESTIVAL,2016-07-09,Festival,,,,,,,"1 day 8500, 2 days 15800",
1736,DEAD POP FESTIVAL,2016-07-10,Festival,,,,,,," 1 day 8500, 2 days 15800",
9813,"DEEP MOAT FESTIVAL '12: bronbaba, Aureole, sgt., no.9 orchestra, ハイスイノナサ, number0...",2012-07-16,Festival,Womb,http://www.womb.co.jp,"Studio Arias, 2-16 Maruyama-cho, Shibuya",,Shibuya,Shibuya,"3,800yen (2drink別￥1,000)","4,300yen (2drink別￥1,000)"
2269,"DESMOND & THE TUTUS, SHORTSTRAW, COMEBACK MY DAUGHTERS, CUBISMO GRAFICO FIVE, LOSTAGE, rega, more",2016-09-17,"Alternative,Festival",Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,,
2280,"DESMOND & THE TUTUS, SHORTSTRAW, COMEBACK MY DAUGHTERS, CUBISMO GRAFICO FIVE, LOSTAGE, rega, more",2016-09-18,"Alternative,Festival",Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,,
6146,DOMMUNE / KANDA INDUSTRIAL,2014-10-12,Festival,,,,,,,4500,5000
3457,DORAVIDEO presents Festival GIGA NOISE,2016-05-15,"Noise,Festival",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2500,2800
551,"DOWNLOAD JAPAN 2019: JUDAS PRIEST, SLAYER, SUM41, ANTHRAX, ARCH ENEMY, HALESTORM, more",2019-03-21,"Festival,Metal",Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,16500,
798,"DUBAI 7: FROITO, a picture of her, nego, ovum, SiNE, LAGITAGIDA, Clean of Core, more",2011-10-14,Festival,Club Citta,http://clubcitta.co.jp,"4-1 Ogawa-cho, Kawasaki, Kanagawa",,Kawasaki,Kawasaki,1500,2000
9708,"DUM DUM PARTY 2012: The Vaselines, Soutaiseiriron, Keigo Oyamada (Cornelius) @ KAWAGUCHIKO",2012-07-01,Festival,,,,,,,6900,
5780,"DUM-DUM PARTY 2014: DEERHOOF, JUICEBOXXX, GAGAKIRISE, ZAZENBOYS, GUITAR WOLF, more",2014-06-14,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,"一般6,300円　先行早割5,500円（共にドリンク別）",
8246,"DUM-DUM PARTY: Mouse On Mars, OORUTAICHI, 快速東京, きのこ帝国, group_inou, more",2013-06-29,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,6300,
510,Damo Suzuki’s Network ＜ダモ鈴木ネットワーク＞,2011-09-07,Festival,Next Sunday,http://nextsunday.jp,"B1F 1-35-23, Asagaya-minami, Suginamiku, Tokyo",,Asagaya,"Asagaya, Minami-Asagaya",2500,3000
10668,"De La FANTASIA 2012: The High Llamas, Haruomi Hosono, Kirinji, Hoshino Gen, more",2012-02-04,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"6800 (standing), 7800 (1F/2F)",
557,EDC JAPAN,2017-04-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 15000, 2 days 28500",
625,EDC JAPAN,2017-04-30,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 15000, 2 days 28500",
1742,EDC JAPAN 2018,2018-05-12,Festival,,,,,,,14500,
1762,EDC JAPAN 2018,2018-05-13,Festival,,,,,,,14500,
8721,ELECTRAGLIDE 2012,2012-11-23,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,8800,
6800,ELECTRAGLIDE 2013,2013-11-29,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,8800,9800
5303,ELECTRIC ZOO BEACH TOKYO,2015-05-06,Festival,,,,,,,11000,
1344,ELECTROX 2017,2017-01-07,"Dance,Festival",Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
6884,"ELECTROX: Redfoo, Steve Aoki, Headhunterz, Steve Angello, Nero, MODESTEP, more",2014-01-04,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,11000 / Platinum 22000,
10690,"EMI ROCKS 2012: Akai Ko-en, James Iha, ACIDMAN, 9mm Parabellum Bullet, more",2012-02-19,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",6900yen,
7609,ENBAN 10th ANNIVERSARY,2013-03-30,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500 (3 days 3900),3000
7686,ENBAN 10th ANNIVERSARY,2013-03-31,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500 (2 days 3900),3000
3584,ENBAN JAMBOREE,2010-01-10,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,,
3591,ENBAN JAMBOREE,2010-01-11,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,,
1703,ENBAN JAMBOREE,2010-07-03,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2000 (3 day 5000),2500
2360,ENBAN JAMBOREE,2010-07-04,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2000 (3 day 5000),2500
2353,"ENBAN JAMBOREE- TABATA MITSURU Special w/ Acid Mothers Temple & TCI, AMAZON SALIVA...",2010-07-02,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2000,2500
3579,ENBAN JAMBOREE-map 10th Anniversary Spacial !!!,2010-01-09,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,,
4444,"ENDLESS SUMMER Beach Music Festival w/ Dachambo, Gocoo, Project Wa-Go, SUPERFUNKTION... @ Chigasaki",2009-08-22,Festival,,,,,,,,
6023,"ENERGISH GOLF, INN JAPAN, EXPE, 食品まつり a.k.a foodman, ランタンパレード, LIVING ASTRO, OWKMJ, more",2014-08-16,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500,3000
726,"ETERNAL ROCK CITY 2011: about tess, KING BROTHERS, Usotsuki Barbie, moja, many more",2011-09-17,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,3500円,4500円
10019,ETERNAL ROCK CITY 2012 @ Shinjuku,2012-09-15,Festival,,,,,,,4500,
10026,ETERNAL ROCK CITY 2012 @ Shinjuku,2012-09-16,Festival,,,,,,,4500,
1587,"Electronic Music + Art Show'11: d.v.d, Inner Science, Joseph Nothing + Aya Takano...",2011-03-26,Festival,,,,,,,,
2641,"Everyone's A Critic Vol.6: The Complaints Department, The Cashed Up Bogans, more",2016-01-30,Festival,Pink Cow,http://www.thepinkcow.com,Minato-ku Akasaka 2-7-5 Bright Bldg. B1,,Akasaka,"Akasaka-mitsuke, Akasaka, Tameike-sanno",,
7379,"FALLOPIAN DISCO FORCE, BOGULTA, PUNSUHUH (HUH+PUNSUCA), JEBIOTTO, GEVABOW",2014-03-02,Festival,20000 Den-atsu (二万電圧),http://www.den-atsu.com/,"L-GRAZIA B1, 1-7-23 Koenji Minami, Suginami-ku",http://den-atsu.com/?page_id=17,Higashi-Koenji,Higashi-Koenji,2000 yen,2500 yen (+1d 500yen)
498,"FDF, VAU!, HUH, ABC, Miracle Afro Public, TRASH SUGAR, DEAPA, DJ MEMAI and more!",2011-08-19,Festival,Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",1500 yen,1500 yen
2108,FORT DUM-DUM PARTY,2016-08-21,"Festival,Mixed Genre",,,,,,,3500,
47,"FREAKS MUSIC FESTIVAL '11: DJ HARVEY, LOGIC SYSTEM, WASHED OUT, EYE, RADIO SLAVE...",2011-05-07,Festival,,,,,,,"￥6,300","￥7,500"
10807,"FREE THROW Vol.60: the telephones, avengers in sci-fi, LITE, the chef cooks me, more",2012-03-20,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,3500,4000
9918,FREEDOMMUNE ZERO,2012-08-11,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,Free (with reservation),
8306,FREEDOMMUNE ZERO,2013-07-13,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
604,FREEDOMMUNE ZERO @ Higashi Ogishima East Park,2011-08-19,Festival,,,,,,,,Free
4358,FTARRI FESTIVAL 2015 (Day 1),2015-11-21,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,"4,000yen +drink","4,500yen +drink"
4389,FTARRI FESTIVAL 2015 (Day 2),2015-11-22,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,"4,000yen + drink","4,500yen + drink"
2472,FUJI ROCK FESTIVAL,2010-07-30,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
2474,FUJI ROCK FESTIVAL,2010-07-31,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
2480,FUJI ROCK FESTIVAL,2010-08-01,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
412,FUJI ROCK FESTIVAL,2011-07-29,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
416,FUJI ROCK FESTIVAL,2011-07-30,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
422,FUJI ROCK FESTIVAL,2011-07-31,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
9765,FUJI ROCK FESTIVAL,2012-07-27,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
9769,FUJI ROCK FESTIVAL,2012-07-28,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
9778,FUJI ROCK FESTIVAL,2012-07-29,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
8104,FUJI ROCK FESTIVAL,2013-07-26,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,"1 day 17800, 3 days 42800",
8106,FUJI ROCK FESTIVAL,2013-07-27,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,"1 day 17800, 3 days 42800",
8114,FUJI ROCK FESTIVAL,2013-07-28,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,"1 day 17800, 3 days 42800",
5579,FUJI ROCK FESTIVAL,2014-07-25,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
5585,FUJI ROCK FESTIVAL,2014-07-26,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
5590,FUJI ROCK FESTIVAL,2014-07-27,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
3524,FUJI ROCK FESTIVAL,2015-07-24,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
3530,FUJI ROCK FESTIVAL,2015-07-25,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
3538,FUJI ROCK FESTIVAL,2015-07-26,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
1941,FUJI ROCK FESTIVAL,2016-07-22,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
1951,FUJI ROCK FESTIVAL,2016-07-23,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
1961,FUJI ROCK FESTIVAL,2016-07-24,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
4625,FUJI ROCK FESTIVAL,2017-07-28,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,"1 day 19000, 2 days 36000, 3 days 43000",
4634,FUJI ROCK FESTIVAL,2017-07-29,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,"1 day 19000, 2 days 36000, 3 days 43000",
4649,FUJI ROCK FESTIVAL,2017-07-30,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,"1 day 19000, 2 days 36000, 3 days 43000",
2231,FUJI ROCK FESTIVAL,2018-07-27,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
1655,FUJI ROCK FESTIVAL,2018-07-28,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
2267,FUJI ROCK FESTIVAL,2018-07-29,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
4582,"FUJI ROCK FESTIVAL w/ Franz Ferdinand, Public Enemy, Bad Brains, Dinosaur Jr., more",2009-07-25,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
4581,"FUJI ROCK FESTIVAL w/ Oasis, Patti Smith, Lily Allen, Tortoise, Peaches, more",2009-07-24,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
4587,"FUJI ROCK FESTIVAL w/ Weezer, Röyksopp, Animal Collective, Basement Jaxx, more",2009-07-26,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
3235,Feelin’ Fellows 2018,2018-04-08,Festival,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3500,4000
4495,GFB '17,2017-07-15,Festival,,,,,,,"1 day 5500 (In Ibaraki 4900), 2 days 10500 (In Ibaraki 9500)",
4533,GFB '17,2017-07-16,Festival,,,,,,,"1 day 5500 (In Ibaraki 4900), 2 days 10500 (In Ibaraki 9500)",
